oid,typname,typnamespace,typowner,typlen,typbyval,typtype,typcategory,typispreferred,typisdefined,typdelim,typrelid,typsubscript,typelem,typarray,typinput,typoutput,typreceive,typsend,typmodin,typmodout,typanalyze,typalign,typstorage,typnotnull,typbasetype,typtypmod,typndims,typcollation,typdefaultbin,typdefault,typacl
10000,_pg_attrdef,11,10,-1,f,b,A,f,t,",",0,6179,10001,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10003,pg_constraint,11,10,-1,f,c,C,f,t,",",2606,0,0,10002,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10002,_pg_constraint,11,10,-1,f,b,A,f,t,",",0,6179,10003,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10005,pg_inherits,11,10,-1,f,c,C,f,t,",",2611,0,0,10004,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10004,_pg_inherits,11,10,-1,f,b,A,f,t,",",0,6179,10005,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10007,pg_index,11,10,-1,f,c,C,f,t,",",2610,0,0,10006,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10006,_pg_index,11,10,-1,f,b,A,f,t,",",0,6179,10007,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10009,pg_operator,11,10,-1,f,c,C,f,t,",",2617,0,0,10008,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10008,_pg_operator,11,10,-1,f,b,A,f,t,",",0,6179,10009,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10011,pg_opfamily,11,10,-1,f,c,C,f,t,",",2753,0,0,10010,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10010,_pg_opfamily,11,10,-1,f,b,A,f,t,",",0,6179,10011,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10013,pg_opclass,11,10,-1,f,c,C,f,t,",",2616,0,0,10012,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10012,_pg_opclass,11,10,-1,f,b,A,f,t,",",0,6179,10013,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10015,pg_am,11,10,-1,f,c,C,f,t,",",2601,0,0,10014,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10014,_pg_am,11,10,-1,f,b,A,f,t,",",0,6179,10015,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10017,pg_amop,11,10,-1,f,c,C,f,t,",",2602,0,0,10016,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10016,_pg_amop,11,10,-1,f,b,A,f,t,",",0,6179,10017,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10019,pg_amproc,11,10,-1,f,c,C,f,t,",",2603,0,0,10018,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10018,_pg_amproc,11,10,-1,f,b,A,f,t,",",0,6179,10019,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10021,pg_language,11,10,-1,f,c,C,f,t,",",2612,0,0,10020,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10020,_pg_language,11,10,-1,f,b,A,f,t,",",0,6179,10021,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10023,pg_largeobject_metadata,11,10,-1,f,c,C,f,t,",",2995,0,0,10022,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10022,_pg_largeobject_metadata,11,10,-1,f,b,A,f,t,",",0,6179,10023,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10025,pg_largeobject,11,10,-1,f,c,C,f,t,",",2613,0,0,10024,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10024,_pg_largeobject,11,10,-1,f,b,A,f,t,",",0,6179,10025,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10027,pg_aggregate,11,10,-1,f,c,C,f,t,",",2600,0,0,10026,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10026,_pg_aggregate,11,10,-1,f,b,A,f,t,",",0,6179,10027,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10029,pg_statistic,11,10,-1,f,c,C,f,t,",",2619,0,0,10028,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10028,_pg_statistic,11,10,-1,f,b,A,f,t,",",0,6179,10029,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10031,pg_statistic_ext,11,10,-1,f,c,C,f,t,",",3381,0,0,10030,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10030,_pg_statistic_ext,11,10,-1,f,b,A,f,t,",",0,6179,10031,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10033,pg_statistic_ext_data,11,10,-1,f,c,C,f,t,",",3429,0,0,10032,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10032,_pg_statistic_ext_data,11,10,-1,f,b,A,f,t,",",0,6179,10033,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10035,pg_rewrite,11,10,-1,f,c,C,f,t,",",2618,0,0,10034,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10034,_pg_rewrite,11,10,-1,f,b,A,f,t,",",0,6179,10035,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10037,pg_trigger,11,10,-1,f,c,C,f,t,",",2620,0,0,10036,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10036,_pg_trigger,11,10,-1,f,b,A,f,t,",",0,6179,10037,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10039,pg_event_trigger,11,10,-1,f,c,C,f,t,",",3466,0,0,10038,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10038,_pg_event_trigger,11,10,-1,f,b,A,f,t,",",0,6179,10039,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10041,pg_description,11,10,-1,f,c,C,f,t,",",2609,0,0,10040,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10040,_pg_description,11,10,-1,f,b,A,f,t,",",0,6179,10041,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10043,pg_cast,11,10,-1,f,c,C,f,t,",",2605,0,0,10042,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10042,_pg_cast,11,10,-1,f,b,A,f,t,",",0,6179,10043,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10045,pg_enum,11,10,-1,f,c,C,f,t,",",3501,0,0,10044,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10044,_pg_enum,11,10,-1,f,b,A,f,t,",",0,6179,10045,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10047,pg_namespace,11,10,-1,f,c,C,f,t,",",2615,0,0,10046,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10046,_pg_namespace,11,10,-1,f,b,A,f,t,",",0,6179,10047,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10049,pg_conversion,11,10,-1,f,c,C,f,t,",",2607,0,0,10048,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10048,_pg_conversion,11,10,-1,f,b,A,f,t,",",0,6179,10049,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10051,pg_depend,11,10,-1,f,c,C,f,t,",",2608,0,0,10050,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10050,_pg_depend,11,10,-1,f,b,A,f,t,",",0,6179,10051,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
1248,pg_database,11,10,-1,f,c,C,f,t,",",1262,0,0,10052,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10052,_pg_database,11,10,-1,f,b,A,f,t,",",0,6179,1248,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10054,pg_db_role_setting,11,10,-1,f,c,C,f,t,",",2964,0,0,10053,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10053,_pg_db_role_setting,11,10,-1,f,b,A,f,t,",",0,6179,10054,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10056,pg_tablespace,11,10,-1,f,c,C,f,t,",",1213,0,0,10055,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10055,_pg_tablespace,11,10,-1,f,b,A,f,t,",",0,6179,10056,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
2842,pg_authid,11,10,-1,f,c,C,f,t,",",1260,0,0,10057,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10057,_pg_authid,11,10,-1,f,b,A,f,t,",",0,6179,2842,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
2843,pg_auth_members,11,10,-1,f,c,C,f,t,",",1261,0,0,10058,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10058,_pg_auth_members,11,10,-1,f,b,A,f,t,",",0,6179,2843,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10060,pg_shdepend,11,10,-1,f,c,C,f,t,",",1214,0,0,10059,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10059,_pg_shdepend,11,10,-1,f,b,A,f,t,",",0,6179,10060,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10062,pg_shdescription,11,10,-1,f,c,C,f,t,",",2396,0,0,10061,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10061,_pg_shdescription,11,10,-1,f,b,A,f,t,",",0,6179,10062,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10064,pg_ts_config,11,10,-1,f,c,C,f,t,",",3602,0,0,10063,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10063,_pg_ts_config,11,10,-1,f,b,A,f,t,",",0,6179,10064,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10066,pg_ts_config_map,11,10,-1,f,c,C,f,t,",",3603,0,0,10065,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10065,_pg_ts_config_map,11,10,-1,f,b,A,f,t,",",0,6179,10066,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10068,pg_ts_dict,11,10,-1,f,c,C,f,t,",",3600,0,0,10067,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10067,_pg_ts_dict,11,10,-1,f,b,A,f,t,",",0,6179,10068,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10070,pg_ts_parser,11,10,-1,f,c,C,f,t,",",3601,0,0,10069,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10069,_pg_ts_parser,11,10,-1,f,b,A,f,t,",",0,6179,10070,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10072,pg_ts_template,11,10,-1,f,c,C,f,t,",",3764,0,0,10071,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10071,_pg_ts_template,11,10,-1,f,b,A,f,t,",",0,6179,10072,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10074,pg_extension,11,10,-1,f,c,C,f,t,",",3079,0,0,10073,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10073,_pg_extension,11,10,-1,f,b,A,f,t,",",0,6179,10074,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10076,pg_foreign_data_wrapper,11,10,-1,f,c,C,f,t,",",2328,0,0,10075,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10075,_pg_foreign_data_wrapper,11,10,-1,f,b,A,f,t,",",0,6179,10076,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10078,pg_foreign_server,11,10,-1,f,c,C,f,t,",",1417,0,0,10077,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10077,_pg_foreign_server,11,10,-1,f,b,A,f,t,",",0,6179,10078,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10080,pg_user_mapping,11,10,-1,f,c,C,f,t,",",1418,0,0,10079,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10079,_pg_user_mapping,11,10,-1,f,b,A,f,t,",",0,6179,10080,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10082,pg_foreign_table,11,10,-1,f,c,C,f,t,",",3118,0,0,10081,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10081,_pg_foreign_table,11,10,-1,f,b,A,f,t,",",0,6179,10082,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10084,pg_policy,11,10,-1,f,c,C,f,t,",",3256,0,0,10083,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10083,_pg_policy,11,10,-1,f,b,A,f,t,",",0,6179,10084,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10086,pg_replication_origin,11,10,-1,f,c,C,f,t,",",6000,0,0,10085,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10085,_pg_replication_origin,11,10,-1,f,b,A,f,t,",",0,6179,10086,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10088,pg_default_acl,11,10,-1,f,c,C,f,t,",",826,0,0,10087,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10087,_pg_default_acl,11,10,-1,f,b,A,f,t,",",0,6179,10088,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10090,pg_init_privs,11,10,-1,f,c,C,f,t,",",3394,0,0,10089,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10089,_pg_init_privs,11,10,-1,f,b,A,f,t,",",0,6179,10090,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10092,pg_seclabel,11,10,-1,f,c,C,f,t,",",3596,0,0,10091,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10091,_pg_seclabel,11,10,-1,f,b,A,f,t,",",0,6179,10092,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
4066,pg_shseclabel,11,10,-1,f,c,C,f,t,",",3592,0,0,10093,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10093,_pg_shseclabel,11,10,-1,f,b,A,f,t,",",0,6179,4066,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10095,pg_collation,11,10,-1,f,c,C,f,t,",",3456,0,0,10094,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10094,_pg_collation,11,10,-1,f,b,A,f,t,",",0,6179,10095,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10097,pg_parameter_acl,11,10,-1,f,c,C,f,t,",",6243,0,0,10096,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10096,_pg_parameter_acl,11,10,-1,f,b,A,f,t,",",0,6179,10097,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10099,pg_partitioned_table,11,10,-1,f,c,C,f,t,",",3350,0,0,10098,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10098,_pg_partitioned_table,11,10,-1,f,b,A,f,t,",",0,6179,10099,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10101,pg_range,11,10,-1,f,c,C,f,t,",",3541,0,0,10100,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10100,_pg_range,11,10,-1,f,b,A,f,t,",",0,6179,10101,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10103,pg_transform,11,10,-1,f,c,C,f,t,",",3576,0,0,10102,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10102,_pg_transform,11,10,-1,f,b,A,f,t,",",0,6179,10103,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10105,pg_sequence,11,10,-1,f,c,C,f,t,",",2224,0,0,10104,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10104,_pg_sequence,11,10,-1,f,b,A,f,t,",",0,6179,10105,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10107,pg_publication,11,10,-1,f,c,C,f,t,",",6104,0,0,10106,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10106,_pg_publication,11,10,-1,f,b,A,f,t,",",0,6179,10107,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10109,pg_publication_namespace,11,10,-1,f,c,C,f,t,",",6237,0,0,10108,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10108,_pg_publication_namespace,11,10,-1,f,b,A,f,t,",",0,6179,10109,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10111,pg_publication_rel,11,10,-1,f,c,C,f,t,",",6106,0,0,10110,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10110,_pg_publication_rel,11,10,-1,f,b,A,f,t,",",0,6179,10111,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
6101,pg_subscription,11,10,-1,f,c,C,f,t,",",6100,0,0,10112,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10112,_pg_subscription,11,10,-1,f,b,A,f,t,",",0,6179,6101,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
10114,pg_subscription_rel,11,10,-1,f,c,C,f,t,",",6102,0,0,10113,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
10113,_pg_subscription_rel,11,10,-1,f,b,A,f,t,",",0,6179,10114,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
12002,pg_roles,11,10,-1,f,c,C,f,t,",",12000,0,0,12001,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
12001,_pg_roles,11,10,-1,f,b,A,f,t,",",0,6179,12002,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
12007,pg_shadow,11,10,-1,f,c,C,f,t,",",12005,0,0,12006,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
