oid,proname,pronamespace,proowner,prolang,procost,prorows,provariadic,prosupport,prokind,prosecdef,proleakproof,proisstrict,proretset,provolatile,proparallel,pronargs,pronargdefaults,prorettype,proargtypes,proallargtypes,proargmodes,proargnames,proargdefaults,protrftypes,prosrc,probin,prosqlbody,proconfig,proacl
3052,xml_is_well_formed_document,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,16,25,,,,,,xml_is_well_formed_document,,,,
3053,xml_is_well_formed_content,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,16,25,,,,,,xml_is_well_formed_content,,,,
321,json_in,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,114,2275,,,,,,json_in,,,,
322,json_out,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,2275,114,,,,,,json_out,,,,
323,json_recv,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,114,2281,,,,,,json_recv,,,,
324,json_send,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,17,114,,,,,,json_send,,,,
3153,array_to_json,11,10,12,1,0,0,0,f,f,f,t,f,s,s,1,0,114,2277,,,,,,array_to_json,,,,
3154,array_to_json,11,10,12,1,0,0,0,f,f,f,t,f,s,s,2,0,114,2277 16,,,,,,array_to_json_pretty,,,,
3155,row_to_json,11,10,12,1,0,0,0,f,f,f,t,f,s,s,1,0,114,2249,,,,,,row_to_json,,,,
3156,row_to_json,11,10,12,1,0,0,0,f,f,f,t,f,s,s,2,0,114,2249 16,,,,,,row_to_json_pretty,,,,
3173,json_agg_transfn,11,10,12,1,0,0,0,f,f,f,f,f,s,s,2,0,2281,2281 2283,,,,,,json_agg_transfn,,,,
6275,json_agg_strict_transfn,11,10,12,1,0,0,0,f,f,f,f,f,s,s,2,0,2281,2281 2283,,,,,,json_agg_strict_transfn,,,,
3174,json_agg_finalfn,11,10,12,1,0,0,0,f,f,f,f,f,i,s,1,0,114,2281,,,,,,json_agg_finalfn,,,,
3175,json_agg,11,10,12,1,0,0,0,a,f,f,f,f,s,s,1,0,114,2283,,,,,,aggregate_dummy,,,,
6276,json_agg_strict,11,10,12,1,0,0,0,a,f,f,f,f,s,s,1,0,114,2283,,,,,,aggregate_dummy,,,,
3180,json_object_agg_transfn,11,10,12,1,0,0,0,f,f,f,f,f,s,s,3,0,2281,2281 2276 2276,,,,,,json_object_agg_transfn,,,,
6277,json_object_agg_strict_transfn,11,10,12,1,0,0,0,f,f,f,f,f,s,s,3,0,2281,2281 2276 2276,,,,,,json_object_agg_strict_transfn,,,,
6278,json_object_agg_unique_transfn,11,10,12,1,0,0,0,f,f,f,f,f,s,s,3,0,2281,2281 2276 2276,,,,,,json_object_agg_unique_transfn,,,,
6279,json_object_agg_unique_strict_transfn,11,10,12,1,0,0,0,f,f,f,f,f,s,s,3,0,2281,2281 2276 2276,,,,,,json_object_agg_unique_strict_transfn,,,,
3196,json_object_agg_finalfn,11,10,12,1,0,0,0,f,f,f,f,f,i,s,1,0,114,2281,,,,,,json_object_agg_finalfn,,,,
3197,json_object_agg,11,10,12,1,0,0,0,a,f,f,f,f,s,s,2,0,114,2276 2276,,,"{key,value}",,,aggregate_dummy,,,,
6280,json_object_agg_strict,11,10,12,1,0,0,0,a,f,f,f,f,s,s,2,0,114,2276 2276,,,"{key,value}",,,aggregate_dummy,,,,
6281,json_object_agg_unique,11,10,12,1,0,0,0,a,f,f,f,f,s,s,2,0,114,2276 2276,,,"{key,value}",,,aggregate_dummy,,,,
6282,json_object_agg_unique_strict,11,10,12,1,0,0,0,a,f,f,f,f,s,s,2,0,114,2276 2276,,,"{key,value}",,,aggregate_dummy,,,,
3198,json_build_array,11,10,12,1,0,2276,0,f,f,f,f,f,s,s,1,0,114,2276,{2276},{v},,,,json_build_array,,,,
3199,json_build_array,11,10,12,1,0,0,0,f,f,f,f,f,s,s,0,0,114,"",,,,,,json_build_array_noargs,,,,
3200,json_build_object,11,10,12,1,0,2276,0,f,f,f,f,f,s,s,1,0,114,2276,{2276},{v},,,,json_build_object,,,,
3201,json_build_object,11,10,12,1,0,0,0,f,f,f,f,f,s,s,0,0,114,"",,,,,,json_build_object_noargs,,,,
3202,json_object,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,114,1009,,,,,,json_object,,,,
3203,json_object,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,114,1009 1009,,,,,,json_object_two_arg,,,,
3176,to_json,11,10,12,1,0,0,0,f,f,f,t,f,s,s,1,0,114,2283,,,,,,to_json,,,,
3261,json_strip_nulls,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,114,114,,,,,,json_strip_nulls,,,,
3947,json_object_field,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,114,114 25,,,"{from_json,field_name}",,,json_object_field,,,,
3948,json_object_field_text,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,25,114 25,,,"{from_json,field_name}",,,json_object_field_text,,,,
3949,json_array_element,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,114,114 23,,,"{from_json,element_index}",,,json_array_element,,,,
3950,json_array_element_text,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,25,114 23,,,"{from_json,element_index}",,,json_array_element_text,,,,
3951,json_extract_path,11,10,12,1,0,25,0,f,f,f,t,f,i,s,2,0,114,114 1009,"{114,1009}","{i,v}","{from_json,path_elems}",,,json_extract_path,,,,
3953,json_extract_path_text,11,10,12,1,0,25,0,f,f,f,t,f,i,s,2,0,25,114 1009,"{114,1009}","{i,v}","{from_json,path_elems}",,,json_extract_path_text,,,,
3955,json_array_elements,11,10,12,1,100,0,0,f,f,f,t,t,i,s,1,0,114,114,"{114,114}","{i,o}","{from_json,value}",,,json_array_elements,,,,
3969,json_array_elements_text,11,10,12,1,100,0,0,f,f,f,t,t,i,s,1,0,25,114,"{114,25}","{i,o}","{from_json,value}",,,json_array_elements_text,,,,
3956,json_array_length,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,23,114,,,,,,json_array_length,,,,
3957,json_object_keys,11,10,12,1,100,0,0,f,f,f,t,t,i,s,1,0,25,114,,,,,,json_object_keys,,,,
3958,json_each,11,10,12,1,100,0,0,f,f,f,t,t,i,s,1,0,2249,114,"{114,25,114}","{i,o,o}","{from_json,key,value}",,,json_each,,,,
3959,json_each_text,11,10,12,1,100,0,0,f,f,f,t,t,i,s,1,0,2249,114,"{114,25,25}","{i,o,o}","{from_json,key,value}",,,json_each_text,,,,
3204,json_to_record,11,10,12,1,0,0,0,f,f,f,t,f,s,s,1,0,2249,114,,,,,,json_to_record,,,,
3205,json_to_recordset,11,10,12,1,100,0,0,f,f,f,f,t,s,s,1,0,2249,114,,,,,,json_to_recordset,,,,
3968,json_typeof,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,25,114,,,,,,json_typeof,,,,
2952,uuid_in,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,2950,2275,,,,,,uuid_in,,,,
2953,uuid_out,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,2275,2950,,,,,,uuid_out,,,,
2954,uuid_lt,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,16,2950 2950,,,,,,uuid_lt,,,,
2955,uuid_le,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,16,2950 2950,,,,,,uuid_le,,,,
2956,uuid_eq,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,16,2950 2950,,,,,,uuid_eq,,,,
2957,uuid_ge,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,16,2950 2950,,,,,,uuid_ge,,,,
2958,uuid_gt,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,16,2950 2950,,,,,,uuid_gt,,,,
2959,uuid_ne,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,16,2950 2950,,,,,,uuid_ne,,,,
2960,uuid_cmp,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,23,2950 2950,,,,,,uuid_cmp,,,,
3300,uuid_sortsupport,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,2278,2281,,,,,,uuid_sortsupport,,,,
2961,uuid_recv,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,2950,2281,,,,,,uuid_recv,,,,
2962,uuid_send,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,17,2950,,,,,,uuid_send,,,,
2963,uuid_hash,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,23,2950,,,,,,uuid_hash,,,,
3412,uuid_hash_extended,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,20,2950 20,,,,,,uuid_hash_extended,,,,
3432,gen_random_uuid,11,10,12,1,0,0,0,f,f,t,t,f,v,s,0,0,2950,"",,,,,,gen_random_uuid,,,,
6342,uuid_extract_timestamp,11,10,12,1,0,0,0,f,f,t,t,f,i,s,1,0,1184,2950,,,,,,uuid_extract_timestamp,,,,
6343,uuid_extract_version,11,10,12,1,0,0,0,f,f,t,t,f,i,s,1,0,21,2950,,,,,,uuid_extract_version,,,,
3229,pg_lsn_in,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,3220,2275,,,,,,pg_lsn_in,,,,
3230,pg_lsn_out,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,2275,3220,,,,,,pg_lsn_out,,,,
3231,pg_lsn_lt,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,16,3220 3220,,,,,,pg_lsn_lt,,,,
3232,pg_lsn_le,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,16,3220 3220,,,,,,pg_lsn_le,,,,
3233,pg_lsn_eq,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,16,3220 3220,,,,,,pg_lsn_eq,,,,
3234,pg_lsn_ge,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,16,3220 3220,,,,,,pg_lsn_ge,,,,
3235,pg_lsn_gt,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,16,3220 3220,,,,,,pg_lsn_gt,,,,
3236,pg_lsn_ne,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,16,3220 3220,,,,,,pg_lsn_ne,,,,
3237,pg_lsn_mi,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,1700,3220 3220,,,,,,pg_lsn_mi,,,,
3238,pg_lsn_recv,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,3220,2281,,,,,,pg_lsn_recv,,,,
3239,pg_lsn_send,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,17,3220,,,,,,pg_lsn_send,,,,
3251,pg_lsn_cmp,11,10,12,1,0,0,0,f,f,t,t,f,i,s,2,0,23,3220 3220,,,,,,pg_lsn_cmp,,,,
3252,pg_lsn_hash,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,23,3220,,,,,,pg_lsn_hash,,,,
3413,pg_lsn_hash_extended,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,20,3220 20,,,,,,pg_lsn_hash_extended,,,,
4187,pg_lsn_larger,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,3220,3220 3220,,,,,,pg_lsn_larger,,,,
4188,pg_lsn_smaller,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,3220,3220 3220,,,,,,pg_lsn_smaller,,,,
5022,pg_lsn_pli,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,3220,3220 1700,,,,,,pg_lsn_pli,,,,
5024,pg_lsn_mii,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,3220,3220 1700,,,,,,pg_lsn_mii,,,,
3504,anyenum_in,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,3500,2275,,,,,,anyenum_in,,,,
3505,anyenum_out,11,10,12,1,0,0,0,f,f,f,t,f,s,s,1,0,2275,3500,,,,,,anyenum_out,,,,
3506,enum_in,11,10,12,1,0,0,0,f,f,f,t,f,s,s,2,0,3500,2275 26,,,,,,enum_in,,,,
3507,enum_out,11,10,12,1,0,0,0,f,f,f,t,f,s,s,1,0,2275,3500,,,,,,enum_out,,,,
3508,enum_eq,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,16,3500 3500,,,,,,enum_eq,,,,
3509,enum_ne,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,16,3500 3500,,,,,,enum_ne,,,,
3510,enum_lt,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,16,3500 3500,,,,,,enum_lt,,,,
3511,enum_gt,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,16,3500 3500,,,,,,enum_gt,,,,
3512,enum_le,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,16,3500 3500,,,,,,enum_le,,,,
3513,enum_ge,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,16,3500 3500,,,,,,enum_ge,,,,
3514,enum_cmp,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,23,3500 3500,,,,,,enum_cmp,,,,
3515,hashenum,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,23,3500,,,,,,hashenum,,,,
3414,hashenumextended,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,20,3500 20,,,,,,hashenumextended,,,,
3524,enum_smaller,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,3500,3500 3500,,,,,,enum_smaller,,,,
3525,enum_larger,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,3500,3500 3500,,,,,,enum_larger,,,,
3526,max,11,10,12,1,0,0,0,a,f,f,f,f,i,s,1,0,3500,3500,,,,,,aggregate_dummy,,,,
3527,min,11,10,12,1,0,0,0,a,f,f,f,f,i,s,1,0,3500,3500,,,,,,aggregate_dummy,,,,
3528,enum_first,11,10,12,1,0,0,0,f,f,f,f,f,s,s,1,0,3500,3500,,,,,,enum_first,,,,
3529,enum_last,11,10,12,1,0,0,0,f,f,f,f,f,s,s,1,0,3500,3500,,,,,,enum_last,,,,
3530,enum_range,11,10,12,1,0,0,0,f,f,f,f,f,s,s,2,0,2277,3500 3500,,,,,,enum_range_bounds,,,,
3531,enum_range,11,10,12,1,0,0,0,f,f,f,f,f,s,s,1,0,2277,3500,,,,,,enum_range_all,,,,
3532,enum_recv,11,10,12,1,0,0,0,f,f,f,t,f,s,s,2,0,3500,2281 26,,,,,,enum_recv,,,,
3533,enum_send,11,10,12,1,0,0,0,f,f,f,t,f,s,s,1,0,17,3500,,,,,,enum_send,,,,
3610,tsvectorin,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,3614,2275,,,,,,tsvectorin,,,,
3639,tsvectorrecv,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,3614,2281,,,,,,tsvectorrecv,,,,
3611,tsvectorout,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,2275,3614,,,,,,tsvectorout,,,,
3638,tsvectorsend,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,17,3614,,,,,,tsvectorsend,,,,
3612,tsqueryin,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,3615,2275,,,,,,tsqueryin,,,,
3641,tsqueryrecv,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,3615,2281,,,,,,tsqueryrecv,,,,
3613,tsqueryout,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,2275,3615,,,,,,tsqueryout,,,,
3640,tsquerysend,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,17,3615,,,,,,tsquerysend,,,,
3646,gtsvectorin,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,3642,2275,,,,,,gtsvectorin,,,,
3647,gtsvectorout,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,2275,3642,,,,,,gtsvectorout,,,,
3616,tsvector_lt,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,16,3614 3614,,,,,,tsvector_lt,,,,
3617,tsvector_le,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,16,3614 3614,,,,,,tsvector_le,,,,
3618,tsvector_eq,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,16,3614 3614,,,,,,tsvector_eq,,,,
3619,tsvector_ne,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,16,3614 3614,,,,,,tsvector_ne,,,,
3620,tsvector_ge,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,16,3614 3614,,,,,,tsvector_ge,,,,
3621,tsvector_gt,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,16,3614 3614,,,,,,tsvector_gt,,,,
3622,tsvector_cmp,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,23,3614 3614,,,,,,tsvector_cmp,,,,
3711,length,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,23,3614,,,,,,tsvector_length,,,,
3623,strip,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,3614,3614,,,,,,tsvector_strip,,,,
3624,setweight,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,3614,3614 18,,,,,,tsvector_setweight,,,,
3320,setweight,11,10,12,1,0,0,0,f,f,f,t,f,i,s,3,0,3614,3614 18 1009,,,,,,tsvector_setweight_by_filter,,,,
3625,tsvector_concat,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,3614,3614 3614,,,,,,tsvector_concat,,,,
3321,ts_delete,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,3614,3614 25,,,,,,tsvector_delete_str,,,,
3323,ts_delete,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,3614,3614 1009,,,,,,tsvector_delete_arr,,,,
3322,unnest,11,10,12,1,10,0,0,f,f,f,t,t,i,s,1,0,2249,3614,"{3614,25,1005,1009}","{i,o,o,o}","{tsvector,lexeme,positions,weights}",,,tsvector_unnest,,,,
3326,tsvector_to_array,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,1009,3614,,,,,,tsvector_to_array,,,,
3327,array_to_tsvector,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,3614,1009,,,,,,array_to_tsvector,,,,
3319,ts_filter,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,3614,3614 1002,,,,,,tsvector_filter,,,,
3634,ts_match_vq,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,16,3614 3615,,,,,,ts_match_vq,,,,
3635,ts_match_qv,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,16,3615 3614,,,,,,ts_match_qv,,,,
3760,ts_match_tt,11,10,12,100,0,0,0,f,f,f,t,f,s,s,2,0,16,25 25,,,,,,ts_match_tt,,,,
3761,ts_match_tq,11,10,12,100,0,0,0,f,f,f,t,f,s,s,2,0,16,25 3615,,,,,,ts_match_tq,,,,
3648,gtsvector_compress,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,2281,2281,,,,,,gtsvector_compress,,,,
3649,gtsvector_decompress,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,2281,2281,,,,,,gtsvector_decompress,,,,
3650,gtsvector_picksplit,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,2281,2281 2281,,,,,,gtsvector_picksplit,,,,
3651,gtsvector_union,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,3642,2281 2281,,,,,,gtsvector_union,,,,
3652,gtsvector_same,11,10,12,1,0,0,0,f,f,f,t,f,i,s,3,0,2281,3642 3642 2281,,,,,,gtsvector_same,,,,
3653,gtsvector_penalty,11,10,12,1,0,0,0,f,f,f,t,f,i,s,3,0,2281,2281 2281 2281,,,,,,gtsvector_penalty,,,,
3654,gtsvector_consistent,11,10,12,1,0,0,0,f,f,f,t,f,i,s,5,0,16,2281 3614 21 26 2281,,,,,,gtsvector_consistent,,,,
3790,gtsvector_consistent,11,10,12,1,0,0,0,f,f,f,t,f,i,s,5,0,16,2281 3642 23 26 2281,,,,,,gtsvector_consistent_oldsig,,,,
3434,gtsvector_options,11,10,12,1,0,0,0,f,f,f,f,f,i,s,1,0,2278,2281,,,,,,gtsvector_options,,,,
3656,gin_extract_tsvector,11,10,12,1,0,0,0,f,f,f,t,f,i,s,3,0,2281,3614 2281 2281,,,,,,gin_extract_tsvector,,,,
3657,gin_extract_tsquery,11,10,12,1,0,0,0,f,f,f,t,f,i,s,7,0,2281,3614 2281 21 2281 2281 2281 2281,,,,,,gin_extract_tsquery,,,,
3658,gin_tsquery_consistent,11,10,12,1,0,0,0,f,f,f,t,f,i,s,8,0,16,2281 21 3614 23 2281 2281 2281 2281,,,,,,gin_tsquery_consistent,,,,
3921,gin_tsquery_triconsistent,11,10,12,1,0,0,0,f,f,f,t,f,i,s,7,0,18,2281 21 3614 23 2281 2281 2281,,,,,,gin_tsquery_triconsistent,,,,
3724,gin_cmp_tslexeme,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,23,25 25,,,,,,gin_cmp_tslexeme,,,,
2700,gin_cmp_prefix,11,10,12,1,0,0,0,f,f,f,t,f,i,s,4,0,23,25 25 21 2281,,,,,,gin_cmp_prefix,,,,
3077,gin_extract_tsvector,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,2281,3614 2281,,,,,,gin_extract_tsvector_2args,,,,
3087,gin_extract_tsquery,11,10,12,1,0,0,0,f,f,f,t,f,i,s,5,0,2281,3615 2281 21 2281 2281,,,,,,gin_extract_tsquery_5args,,,,
3088,gin_tsquery_consistent,11,10,12,1,0,0,0,f,f,f,t,f,i,s,6,0,16,2281 21 3615 23 2281 2281,,,,,,gin_tsquery_consistent_6args,,,,
3791,gin_extract_tsquery,11,10,12,1,0,0,0,f,f,f,t,f,i,s,7,0,2281,3615 2281 21 2281 2281 2281 2281,,,,,,gin_extract_tsquery_oldsig,,,,
3792,gin_tsquery_consistent,11,10,12,1,0,0,0,f,f,f,t,f,i,s,8,0,16,2281 21 3615 23 2281 2281 2281 2281,,,,,,gin_tsquery_consistent_oldsig,,,,
3789,gin_clean_pending_list,11,10,12,1,0,0,0,f,f,f,t,f,v,u,1,0,20,2205,,,,,,gin_clean_pending_list,,,,
3662,tsquery_lt,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,16,3615 3615,,,,,,tsquery_lt,,,,
3663,tsquery_le,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,16,3615 3615,,,,,,tsquery_le,,,,
3664,tsquery_eq,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,16,3615 3615,,,,,,tsquery_eq,,,,
3665,tsquery_ne,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,16,3615 3615,,,,,,tsquery_ne,,,,
3666,tsquery_ge,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,16,3615 3615,,,,,,tsquery_ge,,,,
3667,tsquery_gt,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,16,3615 3615,,,,,,tsquery_gt,,,,
3668,tsquery_cmp,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,23,3615 3615,,,,,,tsquery_cmp,,,,
3669,tsquery_and,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,3615,3615 3615,,,,,,tsquery_and,,,,
3670,tsquery_or,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,3615,3615 3615,,,,,,tsquery_or,,,,
5003,tsquery_phrase,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,3615,3615 3615,,,,,,tsquery_phrase,,,,
5004,tsquery_phrase,11,10,12,1,0,0,0,f,f,f,t,f,i,s,3,0,3615,3615 3615 23,,,,,,tsquery_phrase_distance,,,,
3671,tsquery_not,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,3615,3615,,,,,,tsquery_not,,,,
3691,tsq_mcontains,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,16,3615 3615,,,,,,tsq_mcontains,,,,
3692,tsq_mcontained,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,16,3615 3615,,,,,,tsq_mcontained,,,,
3672,numnode,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,23,3615,,,,,,tsquery_numnode,,,,
3673,querytree,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,25,3615,,,,,,tsquerytree,,,,
3684,ts_rewrite,11,10,12,1,0,0,0,f,f,f,t,f,i,s,3,0,3615,3615 3615 3615,,,,,,tsquery_rewrite,,,,
3685,ts_rewrite,11,10,12,100,0,0,0,f,f,f,t,f,v,u,2,0,3615,3615 25,,,,,,tsquery_rewrite_query,,,,
3695,gtsquery_compress,11,10,12,1,0,0,0,f,f,f,t,f,i,s,1,0,2281,2281,,,,,,gtsquery_compress,,,,
3697,gtsquery_picksplit,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,2281,2281 2281,,,,,,gtsquery_picksplit,,,,
3698,gtsquery_union,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,20,2281 2281,,,,,,gtsquery_union,,,,
3699,gtsquery_same,11,10,12,1,0,0,0,f,f,f,t,f,i,s,3,0,2281,20 20 2281,,,,,,gtsquery_same,,,,
3700,gtsquery_penalty,11,10,12,1,0,0,0,f,f,f,t,f,i,s,3,0,2281,2281 2281 2281,,,,,,gtsquery_penalty,,,,
3701,gtsquery_consistent,11,10,12,1,0,0,0,f,f,f,t,f,i,s,5,0,16,2281 3615 21 26 2281,,,,,,gtsquery_consistent,,,,
3793,gtsquery_consistent,11,10,12,1,0,0,0,f,f,f,t,f,i,s,5,0,16,2281 2281 23 26 2281,,,,,,gtsquery_consistent_oldsig,,,,
3686,tsmatchsel,11,10,12,1,0,0,0,f,f,f,t,f,s,s,4,0,701,2281 26 2281 23,,,,,,tsmatchsel,,,,
3687,tsmatchjoinsel,11,10,12,1,0,0,0,f,f,f,t,f,s,s,5,0,701,2281 26 2281 21 2281,,,,,,tsmatchjoinsel,,,,
3688,ts_typanalyze,11,10,12,1,0,0,0,f,f,f,t,f,s,s,1,0,16,2281,,,,,,ts_typanalyze,,,,
3689,ts_stat,11,10,12,10,10000,0,0,f,f,f,t,t,v,u,1,0,2249,25,"{25,25,23,23}","{i,o,o,o}","{query,word,ndoc,nentry}",,,ts_stat1,,,,
3690,ts_stat,11,10,12,10,10000,0,0,f,f,f,t,t,v,u,2,0,2249,25 25,"{25,25,25,23,23}","{i,i,o,o,o}","{query,weights,word,ndoc,nentry}",,,ts_stat2,,,,
3703,ts_rank,11,10,12,1,0,0,0,f,f,f,t,f,i,s,4,0,700,1021 3614 3615 23,,,,,,ts_rank_wttf,,,,
3704,ts_rank,11,10,12,1,0,0,0,f,f,f,t,f,i,s,3,0,700,1021 3614 3615,,,,,,ts_rank_wtt,,,,
3705,ts_rank,11,10,12,1,0,0,0,f,f,f,t,f,i,s,3,0,700,3614 3615 23,,,,,,ts_rank_ttf,,,,
3706,ts_rank,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,700,3614 3615,,,,,,ts_rank_tt,,,,
3707,ts_rank_cd,11,10,12,1,0,0,0,f,f,f,t,f,i,s,4,0,700,1021 3614 3615 23,,,,,,ts_rankcd_wttf,,,,
3708,ts_rank_cd,11,10,12,1,0,0,0,f,f,f,t,f,i,s,3,0,700,1021 3614 3615,,,,,,ts_rankcd_wtt,,,,
3709,ts_rank_cd,11,10,12,1,0,0,0,f,f,f,t,f,i,s,3,0,700,3614 3615 23,,,,,,ts_rankcd_ttf,,,,
3710,ts_rank_cd,11,10,12,1,0,0,0,f,f,f,t,f,i,s,2,0,700,3614 3615,,,,,,ts_rankcd_tt,,,,
