oid,relname,relnamespace,reltype,reloftype,relowner,relam,relfilenode,reltablespace,relpages,reltuples,relallvisible,reltoastrelid,relhasindex,relisshared,relpersistence,relkind,relnatts,relchecks,relhasrules,relhastriggers,relhassubclass,relrowsecurity,relforcerowsecurity,relispopulated,relreplident,relispartition,relrewrite,relfrozenxid,relminmxid,relacl,reloptions,relpartbound
6000,pg_replication_origin,11,10086,0,10,2,0,1664,0,0,0,4181,t,t,p,r,2,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
826,pg_default_acl,11,10088,0,10,2,826,0,0,0,0,4143,t,f,p,r,5,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
3394,pg_init_privs,11,10090,0,10,2,3394,0,3,223,3,4155,t,f,p,r,5,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
3596,pg_seclabel,11,10092,0,10,2,3596,0,0,0,0,3598,t,f,p,r,5,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
3592,pg_shseclabel,11,4066,0,10,2,0,1664,0,0,0,4060,t,t,p,r,4,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
3456,pg_collation,11,10095,0,10,2,3456,0,14,815,14,6175,t,f,p,r,12,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
6243,pg_parameter_acl,11,10097,0,10,2,0,1664,0,0,0,6244,t,t,p,r,3,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
3350,pg_partitioned_table,11,10099,0,10,2,3350,0,0,0,0,4165,t,f,p,r,8,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
3541,pg_range,11,10101,0,10,2,3541,0,1,6,1,0,t,f,p,r,7,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
3576,pg_transform,11,10103,0,10,2,3576,0,0,0,0,0,t,f,p,r,5,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
2224,pg_sequence,11,10105,0,10,2,2224,0,0,0,0,0,t,f,p,r,8,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
6104,pg_publication,11,10107,0,10,2,6104,0,0,0,0,0,t,f,p,r,9,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
6237,pg_publication_namespace,11,10109,0,10,2,6237,0,0,0,0,0,t,f,p,r,3,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
6106,pg_publication_rel,11,10111,0,10,2,6106,0,0,0,0,6228,t,f,p,r,5,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
6102,pg_subscription_rel,11,10114,0,10,2,6102,0,0,0,0,0,t,f,p,r,4,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12010,pg_group,11,12012,0,10,0,0,0,0,-1,0,0,f,f,p,v,3,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12014,pg_user,11,12016,0,10,0,0,0,0,-1,0,0,f,f,p,v,9,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12018,pg_policies,11,12020,0,10,0,0,0,0,-1,0,0,f,f,p,v,8,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12023,pg_rules,11,12025,0,10,0,0,0,0,-1,0,0,f,f,p,v,4,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12028,pg_views,11,12030,0,10,0,0,0,0,-1,0,0,f,f,p,v,4,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12038,pg_matviews,11,12040,0,10,0,0,0,0,-1,0,0,f,f,p,v,7,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12043,pg_indexes,11,12045,0,10,0,0,0,0,-1,0,0,f,f,p,v,5,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12048,pg_sequences,11,12050,0,10,0,0,0,0,-1,0,0,f,f,p,v,11,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12053,pg_stats,11,12055,0,10,0,0,0,0,-1,0,0,f,f,p,v,17,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",{security_barrier=true},
12058,pg_stats_ext,11,12060,0,10,0,0,0,0,-1,0,0,f,f,p,v,15,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",{security_barrier=true},
12063,pg_stats_ext_exprs,11,12065,0,10,0,0,0,0,-1,0,0,f,f,p,v,17,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",{security_barrier=true},
12068,pg_publication_tables,11,12070,0,10,0,0,0,0,-1,0,0,f,f,p,v,5,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12073,pg_locks,11,12075,0,10,0,0,0,0,-1,0,0,f,f,p,v,16,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12077,pg_cursors,11,12079,0,10,0,0,0,0,-1,0,0,f,f,p,v,6,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12081,pg_available_extensions,11,12083,0,10,0,0,0,0,-1,0,0,f,f,p,v,4,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12085,pg_available_extension_versions,11,12087,0,10,0,0,0,0,-1,0,0,f,f,p,v,9,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12090,pg_prepared_xacts,11,12092,0,10,0,0,0,0,-1,0,0,f,f,p,v,5,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12095,pg_prepared_statements,11,12097,0,10,0,0,0,0,-1,0,0,f,f,p,v,8,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12099,pg_seclabels,11,12101,0,10,0,0,0,0,-1,0,0,f,f,p,v,8,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12122,pg_timezone_abbrevs,11,12124,0,10,0,0,0,0,-1,0,0,f,f,p,v,3,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12126,pg_timezone_names,11,12128,0,10,0,0,0,0,-1,0,0,f,f,p,v,4,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12142,pg_stat_all_tables,11,12144,0,10,0,0,0,0,-1,0,0,f,f,p,v,26,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12147,pg_stat_xact_all_tables,11,12149,0,10,0,0,0,0,-1,0,0,f,f,p,v,12,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12166,pg_stat_xact_user_tables,11,12168,0,10,0,0,0,0,-1,0,0,f,f,p,v,12,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12152,pg_stat_sys_tables,11,12154,0,10,0,0,0,0,-1,0,0,f,f,p,v,26,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12157,pg_stat_xact_sys_tables,11,12159,0,10,0,0,0,0,-1,0,0,f,f,p,v,12,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12161,pg_stat_user_tables,11,12163,0,10,0,0,0,0,-1,0,0,f,f,p,v,26,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12170,pg_statio_all_tables,11,12172,0,10,0,0,0,0,-1,0,0,f,f,p,v,11,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12175,pg_statio_sys_tables,11,12177,0,10,0,0,0,0,-1,0,0,f,f,p,v,11,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12179,pg_statio_user_tables,11,12181,0,10,0,0,0,0,-1,0,0,f,f,p,v,11,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12183,pg_stat_all_indexes,11,12185,0,10,0,0,0,0,-1,0,0,f,f,p,v,9,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12188,pg_stat_sys_indexes,11,12190,0,10,0,0,0,0,-1,0,0,f,f,p,v,9,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12192,pg_stat_user_indexes,11,12194,0,10,0,0,0,0,-1,0,0,f,f,p,v,9,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12196,pg_statio_all_indexes,11,12198,0,10,0,0,0,0,-1,0,0,f,f,p,v,7,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12201,pg_statio_sys_indexes,11,12203,0,10,0,0,0,0,-1,0,0,f,f,p,v,7,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12205,pg_statio_user_indexes,11,12207,0,10,0,0,0,0,-1,0,0,f,f,p,v,7,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12222,pg_stat_activity,11,12224,0,10,0,0,0,0,-1,0,0,f,f,p,v,22,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12227,pg_stat_replication,11,12229,0,10,0,0,0,0,-1,0,0,f,f,p,v,20,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12232,pg_stat_slru,11,12234,0,10,0,0,0,0,-1,0,0,f,f,p,v,9,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12236,pg_stat_wal_receiver,11,12238,0,10,0,0,0,0,-1,0,0,f,f,p,v,15,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12240,pg_stat_recovery_prefetch,11,12242,0,10,0,0,0,0,-1,0,0,f,f,p,v,10,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12244,pg_stat_subscription,11,12246,0,10,0,0,0,0,-1,0,0,f,f,p,v,11,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12249,pg_stat_ssl,11,12251,0,10,0,0,0,0,-1,0,0,f,f,p,v,8,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12253,pg_stat_gssapi,11,12255,0,10,0,0,0,0,-1,0,0,f,f,p,v,5,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12257,pg_replication_slots,11,12259,0,10,0,0,0,0,-1,0,0,f,f,p,v,20,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12262,pg_stat_replication_slots,11,12264,0,10,0,0,0,0,-1,0,0,f,f,p,v,10,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12266,pg_stat_database,11,12268,0,10,0,0,0,0,-1,0,0,f,f,p,v,28,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12271,pg_stat_database_conflicts,11,12273,0,10,0,0,0,0,-1,0,0,f,f,p,v,8,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12275,pg_stat_user_functions,11,12277,0,10,0,0,0,0,-1,0,0,f,f,p,v,6,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12280,pg_stat_xact_user_functions,11,12282,0,10,0,0,0,0,-1,0,0,f,f,p,v,6,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12285,pg_stat_archiver,11,12287,0,10,0,0,0,0,-1,0,0,f,f,p,v,7,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12289,pg_stat_bgwriter,11,12291,0,10,0,0,0,0,-1,0,0,f,f,p,v,4,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12293,pg_stat_checkpointer,11,12295,0,10,0,0,0,0,-1,0,0,f,f,p,v,9,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12297,pg_stat_io,11,12299,0,10,0,0,0,0,-1,0,0,f,f,p,v,18,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12301,pg_stat_wal,11,12303,0,10,0,0,0,0,-1,0,0,f,f,p,v,9,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12305,pg_stat_progress_analyze,11,12307,0,10,0,0,0,0,-1,0,0,f,f,p,v,12,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12310,pg_stat_progress_vacuum,11,12312,0,10,0,0,0,0,-1,0,0,f,f,p,v,14,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12315,pg_stat_progress_cluster,11,12317,0,10,0,0,0,0,-1,0,0,f,f,p,v,12,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12320,pg_stat_progress_create_index,11,12322,0,10,0,0,0,0,-1,0,0,f,f,p,v,16,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12325,pg_stat_progress_basebackup,11,12327,0,10,0,0,0,0,-1,0,0,f,f,p,v,6,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12329,pg_stat_progress_copy,11,12331,0,10,0,0,0,0,-1,0,0,f,f,p,v,11,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12334,pg_user_mappings,11,12336,0,10,0,0,0,0,-1,0,0,f,f,p,v,6,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12343,pg_stat_subscription_stats,11,12345,0,10,0,0,0,0,-1,0,0,f,f,p,v,5,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12347,pg_wait_events,11,12349,0,10,0,0,0,0,-1,0,0,f,f,p,v,3,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
2613,pg_largeobject,11,10025,0,10,2,2613,0,0,0,0,0,t,f,p,r,3,0,f,f,f,f,f,t,n,f,0,731,1,{postgres=arwdDxtm/postgres},,
13287,column_column_usage,13219,13289,0,10,0,0,0,0,-1,0,0,f,f,p,v,5,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
13239,information_schema_catalog_name,13219,13241,0,10,0,0,0,0,-1,0,0,f,f,p,v,1,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
13272,check_constraints,13219,13274,0,10,0,0,0,0,-1,0,0,f,f,p,v,4,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
13248,applicable_roles,13219,13250,0,10,0,0,0,0,-1,0,0,f,f,p,v,3,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
13253,administrable_role_authorizations,13219,13255,0,10,0,0,0,0,-1,0,0,f,f,p,v,3,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
13257,attributes,13219,13259,0,10,0,0,0,0,-1,0,0,f,f,p,v,31,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
13277,collations,13219,13279,0,10,0,0,0,0,-1,0,0,f,f,p,v,4,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
13262,character_sets,13219,13264,0,10,0,0,0,0,-1,0,0,f,f,p,v,8,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
13267,check_constraint_routine_usage,13219,13269,0,10,0,0,0,0,-1,0,0,f,f,p,v,6,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
13297,column_privileges,13219,13299,0,10,0,0,0,0,-1,0,0,f,f,p,v,8,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
13282,collation_character_set_applicability,13219,13284,0,10,0,0,0,0,-1,0,0,f,f,p,v,6,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
13292,column_domain_usage,13219,13294,0,10,0,0,0,0,-1,0,0,f,f,p,v,7,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
13302,column_udt_usage,13219,13304,0,10,0,0,0,0,-1,0,0,f,f,p,v,7,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
